gender,group,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group D,high school,standard,none,65,68,64
male,group D,some college,standard,none,97,93,88
male,group D,high school,standard,none,66,67,67
male,group D,high school,standard,none,82,74,73
male,group D,associate's degree,standard,none,77,71,64
male,group D,high school,standard,completed,89,87,86
female,group D,high school,free/reduced,completed,61,69,68
male,group D,bachelor's degree,standard,none,99,94,97
male,group D,some high school,standard,none,82,69,72
female,group D,associate's degree,free/reduced,none,74,83,80
female,group D,high school,standard,none,65,75,68
female,group D,associate's degree,standard,none,85,100,100
male,group D,associate's degree,standard,none,91,88,90
male,group D,some high school,standard,none,73,72,64
male,group D,some college,standard,completed,83,75,71
male,group D,some college,free/reduced,completed,86,91,89
female,group D,bachelor's degree,standard,none,66,71,75
female,group D,high school,standard,none,65,70,72
female,group D,associate's degree,standard,none,66,73,73
female,group D,master's degree,standard,none,77,84,92
male,group D,some college,standard,completed,63,70,71
male,group D,associate's degree,standard,completed,85,85,91
male,group D,bachelor's degree,standard,none,80,84,86
female,group D,bachelor's degree,standard,none,84,87,92
male,group D,master's degree,standard,completed,87,81,86
male,group D,associate's degree,standard,completed,83,76,81
male,group D,high school,standard,none,77,67,64
female,group D,high school,standard,none,68,72,73
female,group D,high school,free/reduced,none,72,91,81
female,group D,bachelor's degree,standard,none,70,78,82
male,group D,associate's degree,standard,none,97,88,85
male,group D,some college,standard,none,89,90,83
female,group D,high school,standard,none,82,95,96
male,group D,associate's degree,standard,completed,76,76,83
male,group D,some high school,standard,none,85,81,80
male,group D,associate's degree,free/reduced,completed,73,69,70
female,group D,some high school,free/reduced,none,64,86,89
female,group D,bachelor's degree,standard,completed,68,78,84
female,group D,some college,standard,none,80,90,90
female,group D,some high school,standard,none,61,62,61
female,group D,some college,standard,completed,78,85,93
male,group D,some college,free/reduced,completed,74,80,86
male,group D,high school,free/reduced,completed,82,83,77
male,group D,associate's degree,free/reduced,none,72,72,65
female,group D,associate's degree,standard,none,77,82,80
male,group D,associate's degree,standard,none,85,77,76
male,group D,high school,standard,completed,77,77,78
female,group D,associate's degree,free/reduced,none,68,84,80
male,group D,associate's degree,free/reduced,none,70,62,66
female,group D,some college,standard,none,72,83,83
female,group D,some college,standard,completed,68,75,73
male,group D,associate's degree,free/reduced,completed,74,90,89
male,group D,high school,standard,completed,79,84,80
male,group D,some college,standard,none,91,95,88
male,group D,associate's degree,free/reduced,completed,67,70,70
male,group D,high school,standard,completed,64,71,70
female,group D,some high school,standard,completed,71,83,89
female,group D,some college,standard,none,74,75,79
male,group D,high school,standard,none,77,76,74
female,group D,some high school,standard,completed,76,90,87
female,group D,bachelor's degree,standard,none,86,83,87
female,group D,some college,standard,none,72,84,82
male,group D,some high school,standard,none,68,71,61
male,group D,associate's degree,standard,none,61,66,63
male,group D,bachelor's degree,standard,none,71,63,66
male,group D,associate's degree,standard,completed,82,83,85
male,group D,associate's degree,standard,completed,61,63,65
male,group D,some high school,standard,none,96,83,82
male,group D,bachelor's degree,free/reduced,completed,68,71,67
female,group D,high school,standard,completed,85,83,94
male,group D,master's degree,standard,none,85,69,74
female,group D,some college,standard,completed,89,92,97
female,group D,bachelor's degree,free/reduced,none,82,87,90
female,group D,high school,standard,none,66,73,72
female,group D,some college,standard,completed,74,95,94
female,group D,some college,standard,completed,62,79,87
female,group D,high school,standard,none,69,71,76
female,group D,bachelor's degree,standard,completed,89,93,100
male,group D,associate's degree,standard,completed,78,69,71
male,group D,high school,standard,none,85,70,71
male,group D,high school,free/reduced,none,66,64,62
male,group D,associate's degree,standard,none,83,82,81
female,group D,some college,standard,none,84,84,87
male,group D,some college,standard,completed,72,72,72
male,group D,bachelor's degree,standard,completed,98,94,95
female,group D,some high school,standard,none,81,85,91
female,group D,some college,standard,none,86,84,89
male,group D,high school,standard,none,77,62,65
male,group D,high school,standard,none,83,72,68
female,group D,some high school,standard,completed,63,61,71
female,group D,high school,standard,none,63,71,75
male,group D,associate's degree,free/reduced,completed,85,91,92
female,group D,high school,standard,completed,80,87,90
male,group D,master's degree,standard,completed,83,93,97
female,group D,associate's degree,standard,none,74,78,86
female,group D,some college,free/reduced,none,65,77,83
male,group D,bachelor's degree,standard,none,68,66,73
female,group D,associate's degree,standard,completed,84,98,97
male,group D,associate's degree,free/reduced,none,65,63,65
female,group D,some college,standard,none,71,71,76
male,group D,high school,standard,none,73,65,64
male,group D,some high school,standard,none,67,63,61
male,group D,some high school,standard,none,73,71,64
female,group D,associate's degree,standard,none,67,76,77
male,group D,high school,standard,completed,75,73,66
female,group D,high school,standard,none,82,89,84
female,group D,bachelor's degree,standard,none,66,81,73
male,group D,some college,standard,none,73,75,71
male,group D,associate's degree,standard,none,77,73,74
male,group D,bachelor's degree,standard,completed,93,86,95
male,group D,associate's degree,standard,none,78,74,71
female,group D,high school,standard,none,69,85,78
female,group D,high school,standard,none,70,85,85
male,group D,some college,standard,none,83,68,65
male,group D,bachelor's degree,standard,completed,100,97,100
male,group D,some high school,standard,none,89,73,70
female,group D,high school,standard,completed,75,93,97
female,group D,master's degree,standard,completed,100,100,100
female,group D,master's degree,standard,none,75,84,86
male,group D,some high school,standard,none,87,80,76
female,group D,bachelor's degree,standard,none,89,100,100
female,group D,some college,standard,none,85,90,84
female,group D,bachelor's degree,standard,completed,74,93,93
female,group D,master's degree,standard,none,83,88,93
female,group D,master's degree,standard,none,61,72,64
male,group D,associate's degree,standard,none,65,62,63
male,group D,master's degree,standard,none,70,66,65
female,group D,high school,standard,completed,74,84,79
male,group D,bachelor's degree,standard,completed,77,70,78
female,group D,bachelor's degree,standard,completed,78,87,89
female,group D,some college,free/reduced,completed,83,93,95
male,group D,high school,standard,none,74,63,65
female,group D,associate's degree,free/reduced,none,66,83,82
female,group D,master's degree,standard,none,79,77,83
female,group D,high school,standard,none,76,80,81
male,group D,some college,standard,none,83,85,79
male,group D,some high school,standard,completed,84,72,76
female,group D,some high school,free/reduced,none,80,86,87
male,group D,some high school,standard,none,76,71,70
male,group D,high school,standard,none,77,80,72
male,group D,associate's degree,standard,completed,84,71,76
female,group D,some college,free/reduced,none,61,79,76
female,group D,bachelor's degree,standard,none,71,81,80
male,group D,high school,standard,none,65,63,64
male,group D,some college,standard,completed,80,66,69
male,group D,master's degree,standard,completed,91,84,83
female,group D,high school,standard,none,63,77,76
male,group D,associate's degree,standard,completed,77,87,85
male,group D,associate's degree,standard,completed,88,87,83
male,group D,some college,free/reduced,none,76,66,68
female,group D,master's degree,standard,none,81,81,87
male,group D,bachelor's degree,standard,completed,94,87,93
female,group D,associate's degree,free/reduced,completed,83,95,100
female,group D,associate's degree,free/reduced,none,82,95,93
female,group D,bachelor's degree,standard,completed,71,87,92
female,group D,some college,free/reduced,none,71,81,77
female,group D,bachelor's degree,free/reduced,none,61,71,73
female,group D,associate's degree,free/reduced,completed,80,87,89
male,group D,some high school,standard,completed,90,82,88
female,group D,high school,standard,completed,72,86,79
male,group D,some college,standard,none,94,92,85
female,group D,some college,standard,none,91,94,96
male,group D,associate's degree,free/reduced,completed,72,76,73
male,group D,associate's degree,free/reduced,completed,81,71,70
male,group D,high school,standard,none,80,77,72
female,group D,some high school,standard,none,64,70,73
male,group D,some college,standard,completed,96,95,90
female,group D,some college,standard,none,63,70,71
female,group D,high school,standard,none,66,84,77
male,group D,some high school,standard,completed,68,72,73
male,group D,some college,free/reduced,completed,62,68,71
male,group D,some college,standard,none,70,64,62
female,group D,associate's degree,free/reduced,none,66,75,74
female,group D,master's degree,standard,none,87,97,100
male,group D,some high school,standard,none,91,77,72
female,group D,some high school,standard,completed,85,100,97
female,group D,some college,free/reduced,completed,83,93,95
male,group D,high school,standard,completed,89,87,86
male,group D,high school,standard,none,73,65,64
male,group D,high school,standard,none,74,63,65
female,group D,bachelor's degree,free/reduced,none,61,71,73
female,group D,some college,standard,none,72,84,82
male,group D,associate's degree,standard,completed,76,76,83
female,group D,high school,standard,none,82,89,84
male,group D,bachelor's degree,standard,none,71,63,66
male,group D,associate's degree,standard,completed,61,63,65
male,group D,bachelor's degree,free/reduced,completed,68,71,67
female,group D,some college,standard,none,80,90,90
female,group D,high school,standard,completed,85,83,94
male,group D,associate's degree,standard,none,77,73,74
female,group D,bachelor's degree,free/reduced,none,82,87,90
female,group D,some college,standard,completed,74,95,94
male,group D,high school,standard,completed,77,77,78
male,group D,associate's degree,free/reduced,completed,81,71,70
female,group D,associate's degree,free/reduced,none,68,84,80
male,group D,bachelor's degree,standard,none,80,84,86
female,group D,high school,standard,none,66,84,77
female,group D,some college,standard,completed,68,75,73
male,group D,some college,standard,none,91,95,88
male,group D,high school,standard,none,65,63,64
male,group D,master's degree,standard,completed,87,81,86
male,group D,some college,standard,completed,80,66,69
male,group D,high school,standard,none,77,62,65
female,group D,some high school,standard,completed,71,83,89
female,group D,high school,standard,none,63,77,76
male,group D,high school,standard,none,65,68,64
male,group D,associate's degree,standard,completed,88,87,83
female,group D,high school,free/reduced,none,72,91,81
female,group D,bachelor's degree,standard,none,70,78,82
male,group D,bachelor's degree,standard,none,99,94,97
male,group D,some high school,standard,none,68,71,61
male,group D,some high school,standard,none,67,63,61
female,group D,associate's degree,free/reduced,completed,80,87,89
male,group D,some high school,standard,none,73,71,64
female,group D,associate's degree,standard,none,67,76,77
male,group D,some college,standard,none,83,85,79
female,group D,high school,standard,completed,72,86,79
male,group D,some college,standard,none,94,92,85
female,group D,bachelor's degree,standard,none,66,71,75
female,group D,high school,standard,none,65,70,72
male,group D,associate's degree,standard,none,78,74,71
female,group D,high school,standard,none,69,71,76
male,group D,associate's degree,free/reduced,none,72,72,65
male,group D,associate's degree,standard,completed,85,85,91
female,group D,some high school,standard,none,64,70,73
male,group D,some college,standard,completed,96,95,90
male,group D,associate's degree,free/reduced,none,70,62,66
male,group D,associate's degree,standard,none,83,82,81
female,group D,some college,standard,none,85,90,84
female,group D,master's degree,standard,none,83,88,93
male,group D,high school,standard,completed,79,84,80
female,group D,some college,standard,none,74,75,79
male,group D,associate's degree,standard,completed,83,76,81
male,group D,master's degree,standard,completed,91,84,83
male,group D,associate's degree,standard,completed,77,87,85
female,group D,master's degree,standard,none,81,81,87
female,group D,some college,free/reduced,none,71,81,77
male,group D,some high school,standard,none,82,69,72
female,group D,high school,standard,none,82,95,96
female,group D,associate's degree,free/reduced,none,74,83,80
male,group D,some high school,standard,completed,90,82,88
male,group D,some high school,standard,none,85,81,80
female,group D,bachelor's degree,standard,none,66,81,73
male,group D,associate's degree,free/reduced,completed,73,69,70
male,group D,associate's degree,standard,completed,82,83,85
male,group D,some high school,standard,none,96,83,82
female,group D,some high school,free/reduced,none,80,86,87
male,group D,some college,standard,none,73,75,71
male,group D,some high school,standard,none,76,71,70
male,group D,bachelor's degree,standard,completed,93,86,95
female,group D,high school,standard,none,69,85,78
female,group D,associate's degree,standard,none,66,73,73
female,group D,high school,standard,none,70,85,85
male,group D,some college,standard,none,83,68,65
male,group D,associate's degree,free/reduced,completed,72,76,73
female,group D,some college,standard,completed,62,79,87
male,group D,high school,free/reduced,completed,82,83,77
male,group D,high school,standard,none,85,70,71
female,group D,some college,standard,none,63,70,71
male,group D,some college,free/reduced,completed,62,68,71
female,group D,master's degree,standard,none,61,72,64
female,group D,master's degree,standard,none,87,97,100
male,group D,some high school,standard,none,91,77,72
male,group D,high school,standard,none,77,67,64
male,group D,some college,free/reduced,none,76,66,68
male,group D,master's degree,standard,completed,83,93,97
male,group D,high school,standard,none,77,76,74
female,group D,some high school,standard,completed,76,90,87
female,group D,bachelor's degree,standard,completed,78,87,89
female,group D,associate's degree,free/reduced,completed,83,95,100
female,group D,some college,free/reduced,none,65,77,83
male,group D,bachelor's degree,standard,none,68,66,73
female,group D,associate's degree,free/reduced,none,82,95,93
female,group D,some college,standard,none,71,71,76
male,group D,associate's degree,standard,none,97,88,85
female,group D,master's degree,standard,none,79,77,83
female,group D,high school,standard,none,65,75,68
male,group D,some high school,standard,completed,84,72,76
female,group D,some high school,standard,none,61,62,61
male,group D,associate's degree,standard,none,91,88,90
male,group D,some high school,standard,none,73,72,64
male,group D,associate's degree,standard,completed,84,71,76
female,group D,bachelor's degree,standard,completed,89,93,100
female,group D,high school,standard,completed,75,93,97
female,group D,associate's degree,standard,none,77,82,80
female,group D,master's degree,standard,none,77,84,92
male,group D,high school,free/reduced,none,66,64,62
female,group D,bachelor's degree,standard,none,71,81,80
male,group D,associate's degree,free/reduced,completed,74,90,89
male,group D,associate's degree,free/reduced,completed,67,70,70
male,group D,bachelor's degree,standard,completed,98,94,95
female,group D,some college,standard,none,86,84,89
male,group D,high school,standard,completed,64,71,70
male,group D,high school,standard,none,83,72,68
male,group D,bachelor's degree,standard,completed,77,70,78
female,group D,high school,standard,none,68,72,73
male,group D,some college,standard,none,97,93,88
female,group D,associate's degree,standard,none,74,78,86
male,group D,associate's degree,standard,none,77,71,64
female,group D,associate's degree,standard,completed,84,98,97
female,group D,high school,free/reduced,completed,61,69,68
male,group D,associate's degree,standard,none,61,66,63
female,group D,associate's degree,standard,none,85,100,100
male,group D,some college,standard,completed,83,75,71
male,group D,master's degree,standard,none,85,69,74
female,group D,some college,standard,completed,89,92,97
male,group D,some college,free/reduced,completed,74,80,86
female,group D,some college,free/reduced,none,61,79,76
male,group D,high school,standard,none,80,77,72
female,group D,master's degree,standard,none,75,84,86
male,group D,some high school,standard,none,87,80,76
female,group D,bachelor's degree,standard,completed,74,93,93
female,group D,some college,standard,none,72,83,83
female,group D,some college,standard,none,84,84,87
male,group D,associate's degree,standard,none,65,62,63
male,group D,master's degree,standard,none,70,66,65
female,group D,high school,standard,completed,74,84,79
female,group D,some high school,standard,completed,63,61,71
female,group D,some high school,standard,completed,85,100,97
female,group D,high school,standard,completed,80,87,90
male,group D,bachelor's degree,standard,completed,94,87,93
male,group D,high school,standard,none,66,67,67
male,group D,high school,standard,none,82,74,73
female,group D,bachelor's degree,standard,none,86,83,87
male,group D,associate's degree,free/reduced,none,65,63,65
female,group D,bachelor's degree,standard,completed,71,87,92
female,group D,associate's degree,free/reduced,none,66,83,82
male,group D,some college,standard,none,89,90,83
female,group D,high school,standard,none,76,80,81
male,group D,high school,standard,completed,75,73,66
female,group D,some high school,free/reduced,none,64,86,89
female,group D,bachelor's degree,standard,completed,68,78,84
female,group D,some college,standard,completed,78,85,93
female,group D,some college,standard,none,91,94,96
male,group D,some college,free/reduced,completed,86,91,89
male,group D,high school,standard,none,77,80,72
female,group D,high school,standard,none,66,73,72
male,group D,bachelor's degree,standard,completed,100,97,100
male,group D,some high school,standard,none,89,73,70
male,group D,associate's degree,standard,none,85,77,76
female,group D,master's degree,standard,completed,100,100,100
male,group D,some college,standard,completed,63,70,71
male,group D,associate's degree,standard,completed,78,69,71
female,group D,bachelor's degree,standard,none,89,100,100
female,group D,bachelor's degree,standard,none,84,87,92
male,group D,some high school,standard,completed,68,72,73
male,group D,some college,standard,none,70,64,62
female,group D,associate's degree,free/reduced,none,66,75,74
male,group D,some college,standard,completed,72,72,72
female,group D,some high school,standard,none,81,85,91
female,group D,high school,standard,none,63,71,75
male,group D,associate's degree,free/reduced,completed,85,91,92
